code,binned,age,sex,population_2015,population_2016,population_2017,population_2018
E07000105,"(15, 18]",102,9,4842,4554,4567,4591
E07000105,"(18, 25]",308,21,9041,9197,9046,8894
E07000105,"(25, 35]",610,30,14156,14504,14820,15286
E07000105,"(35, 45]",810,30,15995,15941,15863,15842
E07000105,"(45, 55]",1010,30,18556,19035,19278,19391
E07000105,"(55, 65]",1210,30,13814,13994,14447,14840
E07000105,"(65, 90]",3900,75,22162,22724,23194,23679
E07000106,"(15, 18]",102,9,6097,5827,5879,5762
E07000106,"(18, 25]",308,21,27976,29105,28496,27501
E07000106,"(25, 35]",610,30,16736,17725,18851,19807
E07000106,"(35, 45]",810,30,16042,16044,15829,15607
E07000106,"(45, 55]",1010,30,19619,19769,19864,19805
E07000106,"(55, 65]",1210,30,17451,17541,17774,18096
E07000106,"(65, 90]",3900,75,30218,30845,31326,31848
E07000107,"(15, 18]",102,9,3649,3580,3530,3512
E07000107,"(18, 25]",308,21,8085,7809,7775,7733
E07000107,"(25, 35]",610,30,16007,16445,16676,16898
E07000107,"(35, 45]",810,30,14771,15106,15652,16262
E07000107,"(45, 55]",1010,30,14660,14912,15126,15235
E07000107,"(55, 65]",1210,30,10187,10403,10802,11080
E07000107,"(65, 90]",3900,75,14468,14631,14693,14749
E07000108,"(15, 18]",102,9,4194,4041,3882,3717
E07000108,"(18, 25]",308,21,8242,8292,8325,8238
E07000108,"(25, 35]",610,30,11902,12043,12322,12789
E07000108,"(35, 45]",810,30,12982,12872,12781,12639
E07000108,"(45, 55]",1010,30,16647,16938,17164,17052
E07000108,"(55, 65]",1210,30,15359,15540,15800,16355
E07000108,"(65, 90]",3900,75,24218,24871,25286,25696
E07000109,"(15, 18]",102,9,4093,4041,3887,3882
E07000109,"(18, 25]",308,21,8577,8349,8127,7720
E07000109,"(25, 35]",610,30,14060,14079,14047,14079
E07000109,"(35, 45]",810,30,13849,13827,13538,13483
E07000109,"(45, 55]",1010,30,15021,15195,15313,15340
E07000109,"(55, 65]",1210,30,11149,11404,11558,11932
E07000109,"(65, 90]",3900,75,16958,17132,17353,17414
E07000110,"(15, 18]",102,9,5868,5900,5830,5637
E07000110,"(18, 25]",308,21,12285,12088,12169,11994
E07000110,"(25, 35]",610,30,20929,21244,21351,21695
E07000110,"(35, 45]",810,30,21499,21349,21465,21560
E07000110,"(45, 55]",1010,30,24007,24319,24625,24778
E07000110,"(55, 65]",1210,30,18613,18767,19077,19610
E07000110,"(65, 90]",3900,75,29129,29837,30323,30849
E07000111,"(15, 18]",102,9,4257,4242,4223,4112
E07000111,"(18, 25]",308,21,7252,7234,7152,7228
E07000111,"(25, 35]",610,30,11995,11975,12128,12121
E07000111,"(35, 45]",810,30,15753,15746,15690,15688
E07000111,"(45, 55]",1010,30,17898,17934,17986,17890
E07000111,"(55, 65]",1210,30,14438,14389,14383,14742
E07000111,"(65, 90]",3900,75,23202,23735,24056,24364
E07000112,"(15, 18]",102,9,3894,3821,3572,3491
E07000112,"(18, 25]",308,21,7951,7882,7651,7579
E07000112,"(25, 35]",610,30,11766,11966,11958,12127
E07000112,"(35, 45]",810,30,12729,12670,12610,12664
E07000112,"(45, 55]",1010,30,16054,16332,16491,16599
E07000112,"(55, 65]",1210,30,14264,14405,14658,14986
E07000112,"(65, 90]",3900,75,24422,25013,25594,26066
E07000113,"(15, 18]",102,9,5570,5455,5265,5123
E07000113,"(18, 25]",308,21,11231,11313,11483,11471
E07000113,"(25, 35]",610,30,17049,17499,17800,18127
E07000113,"(35, 45]",810,30,17452,17573,17593,17777
E07000113,"(45, 55]",1010,30,20817,21101,21243,21346
E07000113,"(55, 65]",1210,30,16900,17158,17391,17893
E07000113,"(65, 90]",3900,75,25142,25889,26472,26827
E07000114,"(15, 18]",102,9,5374,5215,4856,4651
E07000114,"(18, 25]",308,21,10978,10937,10740,10413
E07000114,"(25, 35]",610,30,15224,15212,15344,15602
E07000114,"(35, 45]",810,30,15475,15530,15453,15487
E07000114,"(45, 55]",1010,30,18991,19123,19191,19082
E07000114,"(55, 65]",1210,30,17474,17668,17910,18222
E07000114,"(65, 90]",3900,75,30105,30728,31195,31473
E07000115,"(15, 18]",102,9,5264,5224,4979,4993
E07000115,"(18, 25]",308,21,8688,8700,8698,8664
E07000115,"(25, 35]",610,30,13427,13785,14189,14423
E07000115,"(35, 45]",810,30,17383,17285,17326,17295
E07000115,"(45, 55]",1010,30,19214,19573,19783,19927
E07000115,"(55, 65]",1210,30,14135,14396,14822,15350
E07000115,"(65, 90]",3900,75,22144,22519,22801,23203
E07000116,"(15, 18]",102,9,4723,4716,4531,4400
E07000116,"(18, 25]",308,21,7034,6933,6898,6868
E07000116,"(25, 35]",610,30,13914,13773,13569,13049
E07000116,"(35, 45]",810,30,16178,16316,16440,16215
E07000116,"(45, 55]",1010,30,17848,18072,18343,18531
E07000116,"(55, 65]",1210,30,12974,13014,13231,13708
E07000116,"(65, 90]",3900,75,20536,20963,21313,21464
E07000117,"(15, 18]",102,9,3133,3062,2933,2890
E07000117,"(18, 25]",308,21,7393,7236,6913,6804
E07000117,"(25, 35]",610,30,11438,11464,11557,11773
E07000117,"(35, 45]",810,30,10623,10479,10383,10493
E07000117,"(45, 55]",1010,30,12012,12050,12013,11947
E07000117,"(55, 65]",1210,30,10256,10270,10443,10627
E07000117,"(65, 90]",3900,75,14834,15067,15273,15445
E07000118,"(15, 18]",102,9,3795,3684,3670,3545
E07000118,"(18, 25]",308,21,8126,7994,7942,7751
E07000118,"(25, 35]",610,30,14009,14291,14535,14658
E07000118,"(35, 45]",810,30,15435,15359,15187,15093
E07000118,"(45, 55]",1010,30,17011,17308,17713,17972
E07000118,"(55, 65]",1210,30,13749,13837,14161,14523
E07000118,"(65, 90]",3900,75,20182,20838,21283,21712
E07000119,"(15, 18]",102,9,2554,2440,2455,2412
E07000119,"(18, 25]",308,21,4470,4544,4397,4360
E07000119,"(25, 35]",610,30,7545,7528,7596,7731
E07000119,"(35, 45]",810,30,8614,8482,8352,8286
E07000119,"(45, 55]",1010,30,12105,12074,12110,12061
E07000119,"(55, 65]",1210,30,10704,10961,11342,11852
E07000119,"(65, 90]",3900,75,19322,19847,20245,20596
E07000120,"(15, 18]",102,9,3037,2919,2867,2802
E07000120,"(18, 25]",308,21,6658,6584,6427,6439
E07000120,"(25, 35]",610,30,10361,10444,10462,10525
E07000120,"(35, 45]",810,30,10001,9787,9625,9551
E07000120,"(45, 55]",1010,30,11142,11282,11451,11362
E07000120,"(55, 65]",1210,30,8940,9088,9064,9279
E07000120,"(65, 90]",3900,75,13505,13670,13841,14016
E07000121,"(15, 18]",102,9,5220,5093,5111,4812
E07000121,"(18, 25]",308,21,20270,20379,20339,20445
E07000121,"(25, 35]",610,30,15419,15635,15947,17034
E07000121,"(35, 45]",810,30,15284,15110,14856,14710
E07000121,"(45, 55]",1010,30,18921,18954,18945,18771
E07000121,"(55, 65]",1210,30,16062,16248,16546,17045
E07000121,"(65, 90]",3900,75,26018,26413,26808,27183
E07000122,"(15, 18]",102,9,3128,3051,3143,3216
E07000122,"(18, 25]",308,21,6991,6821,6528,6440
E07000122,"(25, 35]",610,30,12298,12360,12315,12309
E07000122,"(35, 45]",810,30,11139,11173,11162,11324
E07000122,"(45, 55]",1010,30,11834,11887,11959,11999
E07000122,"(55, 65]",1210,30,10710,10684,10732,10869
E07000122,"(65, 90]",3900,75,15059,15465,15763,15982
E07000123,"(15, 18]",102,9,5106,4905,4859,4698
E07000123,"(18, 25]",308,21,19637,19433,19244,18653
E07000123,"(25, 35]",610,30,19480,19605,19814,20263
E07000123,"(35, 45]",810,30,17208,17111,16874,16683
E07000123,"(45, 55]",1010,30,18488,18569,18459,18308
E07000123,"(55, 65]",1210,30,13950,14152,14388,14924
E07000123,"(65, 90]",3900,75,19209,19408,19506,19540
E07000124,"(15, 18]",102,9,2372,2326,2353,2260
E07000124,"(18, 25]",308,21,3703,3652,3637,3637
E07000124,"(25, 35]",610,30,5189,5381,5553,5626
E07000124,"(35, 45]",810,30,7052,6773,6630,6506
E07000124,"(45, 55]",1010,30,9547,9689,9740,9743
E07000124,"(55, 65]",1210,30,7844,7980,8243,8587
E07000124,"(65, 90]",3900,75,12570,12884,13110,13396
E07000125,"(15, 18]",102,9,2434,2442,2388,2382
E07000125,"(18, 25]",308,21,5116,4962,4866,4850
E07000125,"(25, 35]",610,30,8395,8401,8550,8672
E07000125,"(35, 45]",810,30,9106,9055,9017,8989
E07000125,"(45, 55]",1010,30,10628,10739,10824,10845
E07000125,"(55, 65]",1210,30,8695,8730,8889,9037
E07000125,"(65, 90]",3900,75,11408,11763,12016,12214
E07000126,"(15, 18]",102,9,3881,3771,3697,3643
E07000126,"(18, 25]",308,21,7965,7823,7609,7516
E07000126,"(25, 35]",610,30,12954,13046,13158,13253
E07000126,"(35, 45]",810,30,14095,13924,13574,13120
E07000126,"(45, 55]",1010,30,16540,16571,16692,16692
E07000126,"(55, 65]",1210,30,13520,13511,13744,13971
E07000126,"(65, 90]",3900,75,20850,21408,21735,22100
E07000127,"(15, 18]",102,9,4271,4111,4125,3875
E07000127,"(18, 25]",308,21,12026,12324,12595,12184
E07000127,"(25, 35]",610,30,10807,10990,11495,11995
E07000127,"(35, 45]",810,30,12809,12445,11835,11452
E07000127,"(45, 55]",1010,30,16570,16632,16583,16475
E07000127,"(55, 65]",1210,30,14082,14228,14399,14721
E07000127,"(65, 90]",3900,75,22407,22930,23352,23610
E07000128,"(15, 18]",102,9,3767,3696,3595,3473
E07000128,"(18, 25]",308,21,7615,7620,7288,7198
E07000128,"(25, 35]",610,30,10543,10569,10795,11050
E07000128,"(35, 45]",810,30,11683,11433,11202,11049
E07000128,"(45, 55]",1010,30,16165,16151,16077,15998
E07000128,"(55, 65]",1210,30,14679,15005,15397,15851
E07000128,"(65, 90]",3900,75,27701,28121,28591,28997
E07000129,"(15, 18]",102,9,3536,3392,3307,3165
E07000129,"(18, 25]",308,21,6988,6953,6626,6785
E07000129,"(25, 35]",610,30,11446,11821,12300,12565
E07000129,"(35, 45]",810,30,12350,12275,12452,12570
E07000129,"(45, 55]",1010,30,14601,14696,14695,14659
E07000129,"(55, 65]",1210,30,11519,11679,12088,12384
E07000129,"(65, 90]",3900,75,18167,18629,18867,19227
E07000130,"(15, 18]",102,9,6298,6288,6392,6379
E07000130,"(18, 25]",308,21,24955,25528,25784,25437
E07000130,"(25, 35]",610,30,21001,21394,22233,23010
E07000130,"(35, 45]",810,30,20963,20801,20720,20933
E07000130,"(45, 55]",1010,30,23473,23727,24197,24328
E07000130,"(55, 65]",1210,30,19661,19785,20126,20475
E07000130,"(65, 90]",3900,75,29290,29909,30480,31099
E07000131,"(15, 18]",102,9,3339,3276,3341,3246
E07000131,"(18, 25]",308,21,5669,5595,5534,5533
E07000131,"(25, 35]",610,30,8383,8542,8828,9052
E07000131,"(35, 45]",810,30,11660,11610,11456,11276
E07000131,"(45, 55]",1010,30,14707,14836,15094,15151
E07000131,"(55, 65]",1210,30,11391,11605,11818,12142
E07000131,"(65, 90]",3900,75,17427,18035,18584,19090
E07000132,"(15, 18]",102,9,3682,3718,3694,3558
E07000132,"(18, 25]",308,21,7375,7415,7331,7334
E07000132,"(25, 35]",610,30,12275,12475,12963,13229
E07000132,"(35, 45]",810,30,14085,13953,13708,13579
E07000132,"(45, 55]",1010,30,16554,16763,16952,17045
E07000132,"(55, 65]",1210,30,14166,14186,14362,14636
E07000132,"(65, 90]",3900,75,21323,21951,22655,23070
E07000133,"(15, 18]",102,9,1831,1776,1714,1667
E07000133,"(18, 25]",308,21,3500,3370,3179,3188
E07000133,"(25, 35]",610,30,5162,5201,5207,5153
E07000133,"(35, 45]",810,30,6179,6028,5816,5681
E07000133,"(45, 55]",1010,30,8459,8477,8462,8427
E07000133,"(55, 65]",1210,30,6787,6842,6937,7107
E07000133,"(65, 90]",3900,75,10035,10255,10613,10844
E07000134,"(15, 18]",102,9,3497,3508,3362,3286
E07000134,"(18, 25]",308,21,7277,7290,7355,7320
E07000134,"(25, 35]",610,30,10900,11098,11590,12107
E07000134,"(35, 45]",810,30,12824,12909,12668,12683
E07000134,"(45, 55]",1010,30,15133,15330,15723,15918
E07000134,"(55, 65]",1210,30,12001,12120,12486,12901
E07000134,"(65, 90]",3900,75,17695,18219,18682,19160
E07000135,"(15, 18]",102,9,2238,2106,2116,2026
E07000135,"(18, 25]",308,21,5714,5681,6560,6389
E07000135,"(25, 35]",610,30,6060,5829,5499,5423
E07000135,"(35, 45]",810,30,6446,6456,6479,6536
E07000135,"(45, 55]",1010,30,8136,8068,7963,7808
E07000135,"(55, 65]",1210,30,6503,6579,6774,6908
E07000135,"(65, 90]",3900,75,11214,11435,11504,11601
E07000136,"(15, 18]",102,9,2233,2235,2213,2120
E07000136,"(18, 25]",308,21,5057,5088,5030,4980
E07000136,"(25, 35]",610,30,9055,9300,9346,9422
E07000136,"(35, 45]",810,30,8014,8034,8143,8268
E07000136,"(45, 55]",1010,30,8970,9097,9129,9211
E07000136,"(55, 65]",1210,30,8184,8156,8321,8476
E07000136,"(65, 90]",3900,75,13067,13310,13466,13668
E07000137,"(15, 18]",102,9,4484,4454,4171,3868
E07000137,"(18, 25]",308,21,8659,8389,8224,8238
E07000137,"(25, 35]",610,30,12329,12518,12589,12722
E07000137,"(35, 45]",810,30,13663,13356,13136,12771
E07000137,"(45, 55]",1010,30,19627,19683,19835,19866
E07000137,"(55, 65]",1210,30,21007,21049,21506,22098
E07000137,"(65, 90]",3900,75,37398,38285,39001,39582
E07000138,"(15, 18]",102,9,3265,3184,3209,3126
E07000138,"(18, 25]",308,21,17290,17682,18445,18869
E07000138,"(25, 35]",610,30,14207,14255,14352,14244
E07000138,"(35, 45]",810,30,10877,10886,10766,10877
E07000138,"(45, 55]",1010,30,11871,11790,11599,11386
E07000138,"(55, 65]",1210,30,9438,9525,9705,9865
E07000138,"(65, 90]",3900,75,13566,13750,13969,14174
E07000139,"(15, 18]",102,9,3986,3957,3995,3799
E07000139,"(18, 25]",308,21,7367,7427,7250,7174
E07000139,"(25, 35]",610,30,12339,12651,13042,13527
E07000139,"(35, 45]",810,30,13802,13532,13337,13033
E07000139,"(45, 55]",1010,30,17166,17487,17741,17684
E07000139,"(55, 65]",1210,30,13796,13959,14321,14716
E07000139,"(65, 90]",3900,75,24308,24973,25476,25759
E07000140,"(15, 18]",102,9,3169,3011,2948,2810
E07000140,"(18, 25]",308,21,6234,6224,6215,6217
E07000140,"(25, 35]",610,30,10219,10582,10677,10669
E07000140,"(35, 45]",810,30,10830,10876,10765,10663
E07000140,"(45, 55]",1010,30,13090,13229,13422,13325
E07000140,"(55, 65]",1210,30,11593,11781,11974,12345
E07000140,"(65, 90]",3900,75,20768,21080,21285,21540
E07000141,"(15, 18]",102,9,5066,5062,4995,4864
E07000141,"(18, 25]",308,21,8919,8953,8617,8295
E07000141,"(25, 35]",610,30,14833,14981,14975,14794
E07000141,"(35, 45]",810,30,17438,17256,16968,16641
E07000141,"(45, 55]",1010,30,21290,21443,21517,21578
E07000141,"(55, 65]",1210,30,18338,18523,18858,19253
E07000141,"(65, 90]",3900,75,28165,29048,29878,30442
E07000142,"(15, 18]",102,9,3455,3297,3236,3040
E07000142,"(18, 25]",308,21,6377,6335,6152,6116
E07000142,"(25, 35]",610,30,8912,9185,9299,9455
E07000142,"(35, 45]",810,30,10566,10354,10184,10041
E07000142,"(45, 55]",1010,30,14471,14555,14415,14303
E07000142,"(55, 65]",1210,30,12972,13040,13395,13722
E07000142,"(65, 90]",3900,75,20354,21028,21485,21886
E07000143,"(15, 18]",102,9,4576,4493,4283,4094
E07000143,"(18, 25]",308,21,9913,9758,9777,9681
E07000143,"(25, 35]",610,30,15322,15670,15923,15803
E07000143,"(35, 45]",810,30,15572,15339,15130,15118
E07000143,"(45, 55]",1010,30,19110,19363,19605,19492
E07000143,"(55, 65]",1210,30,17125,17247,17584,18228
E07000143,"(65, 90]",3900,75,30639,31540,32297,32730
E07000144,"(15, 18]",102,9,4426,4360,4251,4040
E07000144,"(18, 25]",308,21,7935,7960,7867,7820
E07000144,"(25, 35]",610,30,12097,12335,12690,12944
E07000144,"(35, 45]",810,30,15658,15314,15095,14957
E07000144,"(45, 55]",1010,30,19305,19445,19585,19549
E07000144,"(55, 65]",1210,30,16788,16730,16900,17354
E07000144,"(65, 90]",3900,75,29834,30479,31121,31557
E07000145,"(15, 18]",102,9,3558,3420,3399,3224
E07000145,"(18, 25]",308,21,7965,7820,7610,7463
E07000145,"(25, 35]",610,30,11354,11493,11518,11384
E07000145,"(35, 45]",810,30,10704,10501,10339,10229
E07000145,"(45, 55]",1010,30,13585,13582,13695,13634
E07000145,"(55, 65]",1210,30,12472,12574,12754,12978
E07000145,"(65, 90]",3900,75,21616,22090,22457,22753
E07000146,"(15, 18]",102,9,4900,4747,4608,4496
E07000146,"(18, 25]",308,21,10594,10229,10044,9801
E07000146,"(25, 35]",610,30,16988,17143,16991,16564
E07000146,"(35, 45]",810,30,16645,16394,16029,15862
E07000146,"(45, 55]",1010,30,20839,21037,21175,21013
E07000146,"(55, 65]",1210,30,19691,19701,20043,20368
E07000146,"(65, 90]",3900,75,35787,36415,36799,37216
E07000147,"(15, 18]",102,9,3076,2938,2830,2778
E07000147,"(18, 25]",308,21,6172,6126,5961,5917
E07000147,"(25, 35]",610,30,8831,8897,9002,9040
E07000147,"(35, 45]",810,30,9849,9614,9452,9347
E07000147,"(45, 55]",1010,30,14085,14120,14064,13985
E07000147,"(55, 65]",1210,30,15860,15870,16101,16316
E07000147,"(65, 90]",3900,75,30929,31523,32128,32624
E07000148,"(15, 18]",102,9,4089,4060,4103,3999
E07000148,"(18, 25]",308,21,22729,23751,23870,24724
E07000148,"(25, 35]",610,30,23553,23570,23473,23450
E07000148,"(35, 45]",810,30,16871,16806,16838,16623
E07000148,"(45, 55]",1010,30,15756,15827,15833,15875
E07000148,"(55, 65]",1210,30,12306,12515,12638,12733
E07000148,"(65, 90]",3900,75,19316,19450,19666,19830
E07000149,"(15, 18]",102,9,4775,4739,4756,4600
E07000149,"(18, 25]",308,21,7861,7947,8155,8149
E07000149,"(25, 35]",610,30,13531,13591,13810,14312
E07000149,"(35, 45]",810,30,16325,16246,16440,16605
E07000149,"(45, 55]",1010,30,19193,19608,19836,20122
E07000149,"(55, 65]",1210,30,16772,16982,17507,17938
E07000149,"(65, 90]",3900,75,29269,30108,30740,31374
E07000150,"(15, 18]",102,9,2407,2338,2364,2291
E07000150,"(18, 25]",308,21,5226,5169,5094,5056
E07000150,"(25, 35]",610,30,10179,10404,10499,10577
E07000150,"(35, 45]",810,30,8758,9093,9398,9807
E07000150,"(45, 55]",1010,30,9786,9848,9886,9907
E07000150,"(55, 65]",1210,30,7236,7484,7764,8036
E07000150,"(65, 90]",3900,75,8782,8960,9169,9293
E07000151,"(15, 18]",102,9,2877,2903,2875,2869
E07000151,"(18, 25]",308,21,5483,5441,5419,5631
E07000151,"(25, 35]",610,30,7817,8187,8650,9114
E07000151,"(35, 45]",810,30,10268,10144,10066,10061
E07000151,"(45, 55]",1010,30,13220,13415,13615,13575
E07000151,"(55, 65]",1210,30,10692,10770,10994,11353
E07000151,"(65, 90]",3900,75,14820,15379,15869,16292
E07000152,"(15, 18]",102,9,3618,3659,3597,3429
E07000152,"(18, 25]",308,21,6051,5939,6145,6044
E07000152,"(25, 35]",610,30,9494,9667,10006,10052
E07000152,"(35, 45]",810,30,11876,11856,11692,11432
E07000152,"(45, 55]",1010,30,13934,14221,14568,14708
E07000152,"(55, 65]",1210,30,11335,11485,11595,11906
E07000152,"(65, 90]",3900,75,16604,17233,17888,18471
E07000153,"(15, 18]",102,9,3280,3283,3403,3438
E07000153,"(18, 25]",308,21,7019,7110,6755,6746
E07000153,"(25, 35]",610,30,12156,12276,12747,12815
E07000153,"(35, 45]",810,30,13610,13547,13382,13317
E07000153,"(45, 55]",1010,30,14151,14499,14780,15026
E07000153,"(55, 65]",1210,30,11050,11060,11265,11479
E07000153,"(65, 90]",3900,75,16456,16979,17391,17606
E07000154,"(15, 18]",102,9,7682,7529,7564,7439
E07000154,"(18, 25]",308,21,20976,21218,20848,19943
E07000154,"(25, 35]",610,30,33757,33452,32987,32111
E07000154,"(35, 45]",810,30,30698,31413,31421,31263
E07000154,"(45, 55]",1010,30,29395,29691,29953,29969
E07000154,"(55, 65]",1210,30,22392,22659,22899,23326
E07000154,"(65, 90]",3900,75,30193,31060,31677,32186
E07000155,"(15, 18]",102,9,3230,3250,3175,3180
E07000155,"(18, 25]",308,21,5454,5362,5189,5373
E07000155,"(25, 35]",610,30,8609,8634,8995,9441
E07000155,"(35, 45]",810,30,12149,11997,11970,11796
E07000155,"(45, 55]",1010,30,14680,14841,14991,15112
E07000155,"(55, 65]",1210,30,11334,11529,11832,12072
E07000155,"(65, 90]",3900,75,16624,17154,17484,17905
E07000156,"(15, 18]",102,9,2810,2819,2761,2732
E07000156,"(18, 25]",308,21,5270,5344,5327,5285
E07000156,"(25, 35]",610,30,9363,9418,9371,9400
E07000156,"(35, 45]",810,30,10140,10141,10147,10037
E07000156,"(45, 55]",1010,30,11169,11321,11529,11585
E07000156,"(55, 65]",1210,30,9138,9291,9382,9570
E07000156,"(65, 90]",3900,75,13548,13866,14072,14352
E07000163,"(15, 18]",102,9,2003,1977,1951,1881
E07000163,"(18, 25]",308,21,3236,3236,3155,3197
E07000163,"(25, 35]",610,30,4889,5013,4970,5092
E07000163,"(35, 45]",810,30,6260,6062,6019,5847
E07000163,"(45, 55]",1010,30,8741,8819,8874,8733
E07000163,"(55, 65]",1210,30,8159,8366,8551,8762
E07000163,"(65, 90]",3900,75,13525,13822,14065,14352
E07000164,"(15, 18]",102,9,3074,3078,2945,2850
E07000164,"(18, 25]",308,21,5565,5457,5267,5248
E07000164,"(25, 35]",610,30,8747,8907,8985,9030
E07000164,"(35, 45]",810,30,10011,9813,9594,9508
E07000164,"(45, 55]",1010,30,14578,14479,14342,14189
E07000164,"(55, 65]",1210,30,12472,12699,12987,13309
E07000164,"(65, 90]",3900,75,20890,21377,21896,22317
E07000165,"(15, 18]",102,9,6539,6340,6244,6156
E07000165,"(18, 25]",308,21,9352,8815,8319,8067
E07000165,"(25, 35]",610,30,16631,16253,16156,15978
E07000165,"(35, 45]",810,30,20092,19702,19417,19156
E07000165,"(45, 55]",1010,30,25278,25449,25559,25508
E07000165,"(55, 65]",1210,30,20303,20770,21239,21860
E07000165,"(65, 90]",3900,75,33317,34004,34666,35229
E07000166,"(15, 18]",102,9,1854,1903,1837,1777
E07000166,"(18, 25]",308,21,4987,5004,4277,3705
E07000166,"(25, 35]",610,30,6895,7569,7686,7657
E07000166,"(35, 45]",810,30,5987,5955,5871,5807
E07000166,"(45, 55]",1010,30,7414,7524,7593,7510
E07000166,"(55, 65]",1210,30,6492,6702,6899,7192
E07000166,"(65, 90]",3900,75,9849,10098,10413,10580
E07000167,"(15, 18]",102,9,1984,1942,1857,1751
E07000167,"(18, 25]",308,21,3426,3484,3369,3449
E07000167,"(25, 35]",610,30,4700,4868,4999,5105
E07000167,"(35, 45]",810,30,5724,5650,5505,5474
E07000167,"(45, 55]",1010,30,8285,8329,8441,8390
E07000167,"(55, 65]",1210,30,7950,7952,8085,8371
E07000167,"(65, 90]",3900,75,12898,13228,13594,13788
E07000168,"(15, 18]",102,9,3500,3412,3244,3185
E07000168,"(18, 25]",308,21,8091,7626,7250,7081
E07000168,"(25, 35]",610,30,10564,10785,10868,10947
E07000168,"(35, 45]",810,30,11217,10981,10779,10504
E07000168,"(45, 55]",1010,30,15768,15556,15450,15444
E07000168,"(55, 65]",1210,30,15533,15754,16063,16371
E07000168,"(65, 90]",3900,75,26314,26823,27291,27712
E07000169,"(15, 18]",102,9,3007,2978,2875,2791
E07000169,"(18, 25]",308,21,5862,5653,5541,5669
E07000169,"(25, 35]",610,30,9776,10060,10312,10537
E07000169,"(35, 45]",810,30,11153,10969,10859,10749
E07000169,"(45, 55]",1010,30,13858,13916,13946,14033
E07000169,"(55, 65]",1210,30,11227,11400,11637,11933
E07000169,"(65, 90]",3900,75,15612,16064,16500,16921
E07000170,"(15, 18]",102,9,4432,4342,4248,4099
E07000170,"(18, 25]",308,21,10003,9909,9755,9636
E07000170,"(25, 35]",610,30,15407,15791,16292,16622
E07000170,"(35, 45]",810,30,15728,15498,15407,15207
E07000170,"(45, 55]",1010,30,18627,18769,18920,19111
E07000170,"(55, 65]",1210,30,14594,14848,15240,15459
E07000170,"(65, 90]",3900,75,21537,22005,22495,22952
E07000171,"(15, 18]",102,9,4276,4157,3923,3679
E07000171,"(18, 25]",308,21,8667,8650,8596,8444
E07000171,"(25, 35]",610,30,12421,12452,12697,12764
E07000171,"(35, 45]",810,30,13974,13737,13459,13321
E07000171,"(45, 55]",1010,30,17845,17858,18041,17875
E07000171,"(55, 65]",1210,30,15045,15209,15433,15848
E07000171,"(65, 90]",3900,75,22500,23049,23548,24072
E07000172,"(15, 18]",102,9,3689,3553,3458,3331
E07000172,"(18, 25]",308,21,9284,9133,9095,9352
E07000172,"(25, 35]",610,30,14321,14488,14786,14739
E07000172,"(35, 45]",810,30,14271,14160,13912,13762
E07000172,"(45, 55]",1010,30,16460,16369,16350,16285
E07000172,"(55, 65]",1210,30,13440,13468,13636,13880
E07000172,"(65, 90]",3900,75,21293,21826,22202,22493
E07000173,"(15, 18]",102,9,4090,4006,3939,3759
E07000173,"(18, 25]",308,21,8596,8433,8171,8081
E07000173,"(25, 35]",610,30,13731,13843,14015,14310
E07000173,"(35, 45]",810,30,15004,15082,14863,14804
E07000173,"(45, 55]",1010,30,17623,17508,17598,17493
E07000173,"(55, 65]",1210,30,14400,14516,14829,14982
E07000173,"(65, 90]",3900,75,22040,22529,22777,23230
E07000174,"(15, 18]",102,9,3650,3509,3355,3196
E07000174,"(18, 25]",308,21,8817,8795,8550,8211
E07000174,"(25, 35]",610,30,14161,14389,14446,14588
E07000174,"(35, 45]",810,30,13107,13054,13238,13051
E07000174,"(45, 55]",1010,30,15912,15981,15863,15778
E07000174,"(55, 65]",1210,30,13076,13345,13596,14006
E07000174,"(65, 90]",3900,75,18569,18929,19264,19566
E07000175,"(15, 18]",102,9,4138,4080,3997,3975
E07000175,"(18, 25]",308,21,9042,9104,8983,8702
E07000175,"(25, 35]",610,30,12909,13046,13485,13756
E07000175,"(35, 45]",810,30,14432,14377,14105,13893
E07000175,"(45, 55]",1010,30,18144,18191,18347,18322
E07000175,"(55, 65]",1210,30,15277,15463,15731,16047
E07000175,"(65, 90]",3900,75,23551,24197,24672,25079
E07000176,"(15, 18]",102,9,4026,3987,3847,3744
E07000176,"(18, 25]",308,21,8966,8718,8353,8377
E07000176,"(25, 35]",610,30,11950,12082,12369,12882
E07000176,"(35, 45]",810,30,15447,15340,15263,15348
E07000176,"(45, 55]",1010,30,17401,17476,17535,17568
E07000176,"(55, 65]",1210,30,13830,14054,14272,14455
E07000176,"(65, 90]",3900,75,22016,22473,22946,23440
E07000177,"(15, 18]",102,9,5230,5234,5177,4965
E07000177,"(18, 25]",308,21,10182,9952,9805,9686
E07000177,"(25, 35]",610,30,19783,19656,19470,19323
E07000177,"(35, 45]",810,30,20006,20018,20218,20452
E07000177,"(45, 55]",1010,30,21745,21872,21923,22046
E07000177,"(55, 65]",1210,30,16255,16552,16878,17463
E07000177,"(65, 90]",3900,75,23605,24286,24927,25435
E07000178,"(15, 18]",102,9,5195,5116,5066,4894
E07000178,"(18, 25]",308,21,33992,34727,35070,35343
E07000178,"(25, 35]",610,30,25707,25153,24090,23577
E07000178,"(35, 45]",810,30,17916,17715,17577,17139
E07000178,"(45, 55]",1010,30,16013,16013,16023,15922
