code,binned,age,sex,population_2015,population_2016,population_2017,population_2018
E08000009,"(35, 45]",810,30,33771,33689,33986,34099
E08000009,"(45, 55]",1010,30,34551,34823,34940,34977
E08000009,"(55, 65]",1210,30,25463,25626,25916,26588
E08000009,"(65, 90]",3900,75,37352,38013,38435,38600
E08000010,"(15, 18]",102,9,11158,10960,10965,10714
E08000010,"(18, 25]",308,21,26015,25381,24601,24182
E08000010,"(25, 35]",610,30,41050,41514,41877,42342
E08000010,"(35, 45]",810,30,42317,41454,40551,40018
E08000010,"(45, 55]",1010,30,48599,49359,49965,50089
E08000010,"(55, 65]",1210,30,37320,37492,38272,39203
E08000010,"(65, 90]",3900,75,55512,56800,57606,58297
E08000011,"(15, 18]",102,9,5723,5424,5223,5020
E08000011,"(18, 25]",308,21,13518,13495,13065,12807
E08000011,"(25, 35]",610,30,18799,19335,19881,20520
E08000011,"(35, 45]",810,30,17030,16653,16319,16223
E08000011,"(45, 55]",1010,30,21988,21738,21505,20943
E08000011,"(55, 65]",1210,30,18318,18831,19371,20121
E08000011,"(65, 90]",3900,75,23111,23393,23703,23791
E08000012,"(15, 18]",102,9,16204,15744,15606,15030
E08000012,"(18, 25]",308,21,72342,73697,72809,72550
E08000012,"(25, 35]",610,30,77446,79751,81814,83081
E08000012,"(35, 45]",810,30,57058,57464,57626,57927
E08000012,"(45, 55]",1010,30,60933,60903,60594,59447
E08000012,"(55, 65]",1210,30,50112,50933,51774,52894
E08000012,"(65, 90]",3900,75,65672,66660,67272,68109
E08000013,"(15, 18]",102,9,6340,6157,5958,5712
E08000013,"(18, 25]",308,21,14205,14186,13772,13543
E08000013,"(25, 35]",610,30,21887,22326,22878,23236
E08000013,"(35, 45]",810,30,22271,21816,21343,21209
E08000013,"(45, 55]",1010,30,25766,25987,26140,26061
E08000013,"(55, 65]",1210,30,21815,21944,22096,22486
E08000013,"(65, 90]",3900,75,33237,33818,34429,34772
E08000014,"(15, 18]",102,9,9665,9227,9018,8849
E08000014,"(18, 25]",308,21,20897,20499,19271,18916
E08000014,"(25, 35]",610,30,30023,30618,30945,31182
E08000014,"(35, 45]",810,30,30779,30399,29871,29580
E08000014,"(45, 55]",1010,30,41203,40760,40099,39638
E08000014,"(55, 65]",1210,30,36167,36909,37853,38672
E08000014,"(65, 90]",3900,75,58464,59207,59992,60650
E08000015,"(15, 18]",102,9,11622,11380,11053,10827
E08000015,"(18, 25]",308,21,23671,23153,22572,22240
E08000015,"(25, 35]",610,30,36904,37055,37406,37579
E08000015,"(35, 45]",810,30,38565,38109,37442,37022
E08000015,"(45, 55]",1010,30,47266,47194,47149,46671
E08000015,"(55, 65]",1210,30,40835,41209,41876,42667
E08000015,"(65, 90]",3900,75,63010,64017,64989,65816
E08000016,"(15, 18]",102,9,8452,8137,7759,7513
E08000016,"(18, 25]",308,21,19606,19885,19348,19070
E08000016,"(25, 35]",610,30,30606,30951,31461,31933
E08000016,"(35, 45]",810,30,29709,29325,28765,28623
E08000016,"(45, 55]",1010,30,35860,36097,36488,36532
E08000016,"(55, 65]",1210,30,29437,29934,30593,31314
E08000016,"(65, 90]",3900,75,42135,43000,43828,44504
E08000017,"(15, 18]",102,9,10770,10449,10101,9935
E08000017,"(18, 25]",308,21,25086,24648,23811,23474
E08000017,"(25, 35]",610,30,40647,41189,41895,42174
E08000017,"(35, 45]",810,30,37231,37291,36954,37076
E08000017,"(45, 55]",1010,30,43847,43814,44071,43688
E08000017,"(55, 65]",1210,30,36959,37643,38259,39029
E08000017,"(65, 90]",3900,75,52819,53625,54625,55372
E08000018,"(15, 18]",102,9,9555,9393,9141,8901
E08000018,"(18, 25]",308,21,21055,20818,20207,20193
E08000018,"(25, 35]",610,30,31958,32501,33164,33577
E08000018,"(35, 45]",810,30,32080,31418,31006,30650
E08000018,"(45, 55]",1010,30,38159,38385,38407,38336
E08000018,"(55, 65]",1210,30,31523,31788,32282,32898
E08000018,"(65, 90]",3900,75,46585,47561,48239,48774
E08000019,"(15, 18]",102,9,20020,19609,19247,18963
E08000019,"(18, 25]",308,21,85046,86110,86413,84917
E08000019,"(25, 35]",610,30,77391,79218,81625,85813
E08000019,"(35, 45]",810,30,69292,68553,67512,66972
E08000019,"(45, 55]",1010,30,72193,73027,73446,73371
E08000019,"(55, 65]",1210,30,55037,55785,56857,58276
E08000019,"(65, 90]",3900,75,86867,87708,88045,88516
E08000021,"(15, 18]",102,9,9864,9555,9664,9685
E08000021,"(18, 25]",308,21,53636,53717,53473,54243
E08000021,"(25, 35]",610,30,42791,44358,45904,47960
E08000021,"(35, 45]",810,30,32083,32379,31912,32146
E08000021,"(45, 55]",1010,30,34139,33943,33791,33389
E08000021,"(55, 65]",1210,30,28505,28817,29196,29916
E08000021,"(65, 90]",3900,75,39171,39833,40272,40690
E08000022,"(15, 18]",102,9,6732,6551,6315,6263
E08000022,"(18, 25]",308,21,14434,14396,14121,13915
E08000022,"(25, 35]",610,30,26002,25685,25546,25708
E08000022,"(35, 45]",810,30,27023,26962,27024,26937
E08000022,"(45, 55]",1010,30,30052,30160,30252,30363
E08000022,"(55, 65]",1210,30,25721,26019,26404,26973
E08000022,"(65, 90]",3900,75,36825,37503,38153,38674
E08000023,"(15, 18]",102,9,5174,4978,4769,4654
E08000023,"(18, 25]",308,21,12442,12256,11913,11724
E08000023,"(25, 35]",610,30,18395,18580,18802,19161
E08000023,"(35, 45]",810,30,17255,17247,17192,17090
E08000023,"(45, 55]",1010,30,22627,22382,22140,21857
E08000023,"(55, 65]",1210,30,19461,19826,20214,20690
E08000023,"(65, 90]",3900,75,27317,27719,28044,28214
E08000024,"(15, 18]",102,9,9538,9217,8885,8609
E08000024,"(18, 25]",308,21,27354,26899,25657,24422
E08000024,"(25, 35]",610,30,34573,35201,36161,37222
E08000024,"(35, 45]",810,30,33312,32651,31804,31238
E08000024,"(45, 55]",1010,30,40174,40097,39958,39426
E08000024,"(55, 65]",1210,30,35436,35843,36250,36845
E08000024,"(65, 90]",3900,75,48318,49141,49945,50683
E08000025,"(15, 18]",102,9,45847,45643,45142,44356
E08000025,"(18, 25]",308,21,140271,145041,145937,145502
E08000025,"(25, 35]",610,30,168207,170466,173151,175416
E08000025,"(35, 45]",810,30,139763,141157,141679,141263
E08000025,"(45, 55]",1010,30,131141,132670,133609,133334
E08000025,"(55, 65]",1210,30,97236,98682,100593,102690
E08000025,"(65, 90]",3900,75,136318,137545,138044,138998
E08000026,"(15, 18]",102,9,11873,11782,11912,11978
E08000026,"(18, 25]",308,21,52182,54459,55886,56793
E08000026,"(25, 35]",610,30,54462,57950,60949,63956
E08000026,"(35, 45]",810,30,41091,41660,42106,42679
E08000026,"(45, 55]",1010,30,39952,40462,40512,40449
E08000026,"(55, 65]",1210,30,30632,30958,31557,32188
E08000026,"(65, 90]",3900,75,46311,46760,46993,47152
E08000027,"(15, 18]",102,9,11467,11144,10918,10866
E08000027,"(18, 25]",308,21,25033,24970,24854,24486
E08000027,"(25, 35]",610,30,39031,39116,39627,40165
E08000027,"(35, 45]",810,30,39389,38814,38074,37609
E08000027,"(45, 55]",1010,30,45179,45964,46593,46522
E08000027,"(55, 65]",1210,30,36237,36289,36577,37330
E08000027,"(65, 90]",3900,75,59555,60464,61235,61639
E08000028,"(15, 18]",102,9,12110,11828,11754,11694
E08000028,"(18, 25]",308,21,28414,28285,27828,27486
E08000028,"(25, 35]",610,30,46942,47421,47941,48033
E08000028,"(35, 45]",810,30,41875,42058,42568,42984
E08000028,"(45, 55]",1010,30,42274,43290,43566,43557
E08000028,"(55, 65]",1210,30,30898,31375,32240,33177
E08000028,"(65, 90]",3900,75,45877,46209,46315,46418
E08000029,"(15, 18]",102,9,8093,7959,7772,7491
E08000029,"(18, 25]",308,21,15555,15309,15190,15289
E08000029,"(25, 35]",610,30,23141,23549,24134,24471
E08000029,"(35, 45]",810,30,25935,25840,25661,25407
E08000029,"(45, 55]",1010,30,31718,31808,31838,31429
E08000029,"(55, 65]",1210,30,24652,24892,25289,25905
E08000029,"(65, 90]",3900,75,41526,42101,42538,42913
E08000030,"(15, 18]",102,9,10561,10489,10369,10310
E08000030,"(18, 25]",308,21,24049,23890,23586,23452
E08000030,"(25, 35]",610,30,36507,37347,38162,38617
E08000030,"(35, 45]",810,30,34037,33921,33751,33737
E08000030,"(45, 55]",1010,30,37249,37859,38065,38113
E08000030,"(55, 65]",1210,30,29116,29334,29922,30716
E08000030,"(65, 90]",3900,75,46359,46800,47111,47155
E08000031,"(15, 18]",102,9,9520,9235,8978,8730
E08000031,"(18, 25]",308,21,24050,24145,23610,22937
E08000031,"(25, 35]",610,30,35892,36653,37430,38019
E08000031,"(35, 45]",810,30,33103,33056,32812,32902
E08000031,"(45, 55]",1010,30,33928,34545,34956,35137
E08000031,"(55, 65]",1210,30,26204,26577,27075,27748
E08000031,"(65, 90]",3900,75,40310,40597,40847,41064
E08000032,"(15, 18]",102,9,21686,21847,21750,21588
E08000032,"(18, 25]",308,21,46630,45829,45277,45427
E08000032,"(25, 35]",610,30,74497,73669,72848,72237
E08000032,"(35, 45]",810,30,69592,70048,70220,70223
E08000032,"(45, 55]",1010,30,66836,67224,67874,68496
E08000032,"(55, 65]",1210,30,54320,55266,56268,57163
E08000032,"(65, 90]",3900,75,71146,72412,73418,74444
E08000033,"(15, 18]",102,9,7687,7636,7462,7236
E08000033,"(18, 25]",308,21,15530,15507,15071,14998
E08000033,"(25, 35]",610,30,25378,25383,25307,25385
E08000033,"(35, 45]",810,30,27368,27131,26574,26349
E08000033,"(45, 55]",1010,30,31318,31558,31990,31901
E08000033,"(55, 65]",1210,30,25236,25441,25757,26366
E08000033,"(65, 90]",3900,75,34674,35472,36134,36579
E08000034,"(15, 18]",102,9,16226,15933,15706,15516
E08000034,"(18, 25]",308,21,40302,39712,38755,37890
E08000034,"(25, 35]",610,30,55393,55938,56264,56468
E08000034,"(35, 45]",810,30,56614,56013,55381,55062
E08000034,"(45, 55]",1010,30,59929,60670,61358,61751
E08000034,"(55, 65]",1210,30,48005,48416,48823,49794
E08000034,"(65, 90]",3900,75,68415,69944,71348,72427
E08000035,"(15, 18]",102,9,26443,25690,25229,24846
E08000035,"(18, 25]",308,21,105684,108950,108925,108714
E08000035,"(25, 35]",610,30,112726,112790,113674,115466
E08000035,"(35, 45]",810,30,97330,97450,96270,95986
E08000035,"(45, 55]",1010,30,97171,98002,98484,98019
E08000035,"(55, 65]",1210,30,76001,76317,77046,78323
E08000035,"(65, 90]",3900,75,111943,113398,114771,115482
E08000036,"(15, 18]",102,9,11520,11283,11006,10756
E08000036,"(18, 25]",308,21,26646,26245,25800,25497
E08000036,"(25, 35]",610,30,43204,44227,45358,46659
E08000036,"(35, 45]",810,30,42064,41588,41070,41184
E08000036,"(45, 55]",1010,30,49905,50428,50895,50935
E08000036,"(55, 65]",1210,30,40419,40858,41819,42888
E08000036,"(65, 90]",3900,75,58242,59523,60513,61346
E08000037,"(15, 18]",102,9,7304,7068,6822,6702
E08000037,"(18, 25]",308,21,17237,17502,17509,17624
E08000037,"(25, 35]",610,30,28201,28046,27858,27957
E08000037,"(35, 45]",810,30,25229,25279,24945,24549
E08000037,"(45, 55]",1010,30,28807,28640,28539,28349
E08000037,"(55, 65]",1210,30,23728,23925,24340,24946
E08000037,"(65, 90]",3900,75,36084,36670,37018,37159
E09000001,"(15, 18]",102,9,146,136,150,178
E09000001,"(18, 25]",308,21,383,618,670,1005
E09000001,"(25, 35]",610,30,960,947,1055,1274
E09000001,"(35, 45]",810,30,915,974,989,1065
E09000001,"(45, 55]",1010,30,1160,1238,1251,1328
E09000001,"(55, 65]",1210,30,987,982,994,1057
E09000001,"(65, 90]",3900,75,1214,1330,1393,1468
E09000002,"(15, 18]",102,9,8062,8049,7952,8147
E09000002,"(18, 25]",308,21,18546,18803,18881,18539
E09000002,"(25, 35]",610,30,33439,34359,34792,34708
E09000002,"(35, 45]",810,30,30101,30792,31092,31538
E09000002,"(45, 55]",1010,30,24314,25049,25474,25827
E09000002,"(55, 65]",1210,30,15336,15972,16401,16935
E09000002,"(65, 90]",3900,75,18426,18545,18584,18439
E09000003,"(15, 18]",102,9,12897,12992,12923,12969
E09000003,"(18, 25]",308,21,31415,31480,30270,30274
E09000003,"(25, 35]",610,30,63905,63875,63008,62039
E09000003,"(35, 45]",810,30,56529,57785,58579,59463
E09000003,"(45, 55]",1010,30,48846,50037,51212,52240
E09000003,"(55, 65]",1210,30,35416,36113,37022,38104
E09000003,"(65, 90]",3900,75,49677,50975,51923,52987
E09000004,"(15, 18]",102,9,9179,9200,8958,8836
E09000004,"(18, 25]",308,21,21110,20820,20068,19584
E09000004,"(25, 35]",610,30,32317,33313,33983,34355
E09000004,"(35, 45]",810,30,32060,32386,32734,33205
E09000004,"(45, 55]",1010,30,35005,35273,35144,34827
E09000004,"(55, 65]",1210,30,24915,25605,26201,26827
E09000004,"(65, 90]",3900,75,37979,38107,38451,38644
E09000005,"(15, 18]",102,9,11098,11241,11335,11283
E09000005,"(18, 25]",308,21,29893,29689,30105,30705
E09000005,"(25, 35]",610,30,62745,61315,59351,57168
E09000005,"(35, 45]",810,30,47139,47883,48499,48850
E09000005,"(45, 55]",1010,30,40721,41018,41380,41716
E09000005,"(55, 65]",1210,30,30198,31256,32289,33302
E09000005,"(65, 90]",3900,75,33948,35109,36186,37347
E09000006,"(15, 18]",102,9,11437,11100,11002,10731
E09000006,"(18, 25]",308,21,22823,21741,21026,20650
E09000006,"(25, 35]",610,30,42713,43019,42736,42472
E09000006,"(35, 45]",810,30,47987,48510,49298,49733
E09000006,"(45, 55]",1010,30,48097,48614,48787,48724
E09000006,"(55, 65]",1210,30,34075,34564,35274,36133
E09000006,"(65, 90]",3900,75,53604,54262,54646,54836
E09000007,"(15, 18]",102,9,6566,7024,7441,8041
E09000007,"(18, 25]",308,21,31972,31195,30739,31632
E09000007,"(25, 35]",610,30,52979,53645,53708,55372
E09000007,"(35, 45]",810,30,36644,37414,38128,39240
E09000007,"(45, 55]",1010,30,27510,28794,29817,30944
E09000007,"(55, 65]",1210,30,19653,20251,20961,21916
E09000007,"(65, 90]",3900,75,26467,27468,28287,29299
E09000008,"(15, 18]",102,9,14516,14394,14227,13955
E09000008,"(18, 25]",308,21,30312,29523,28220,27623
E09000008,"(25, 35]",610,30,58532,58552,58165,56952
E09000008,"(35, 45]",810,30,54703,55386,55693,56174
E09000008,"(45, 55]",1010,30,54701,54897,55169,54753
E09000008,"(55, 65]",1210,30,37427,38756,40016,41579
E09000008,"(65, 90]",3900,75,46336,47106,48069,48896
E09000009,"(15, 18]",102,9,11450,11618,11532,11434
E09000009,"(18, 25]",308,21,28556,27714,26610,26773
E09000009,"(25, 35]",610,30,62258,60000,57080,54498
E09000009,"(35, 45]",810,30,54385,54600,54359,53900
E09000009,"(45, 55]",1010,30,44512,45372,45876,46292
E09000009,"(55, 65]",1210,30,31917,32686,33402,34160
E09000009,"(65, 90]",3900,75,37716,38776,39700,40781
E09000010,"(15, 18]",102,9,12589,12517,12469,12233
E09000010,"(18, 25]",308,21,28652,28828,27321,26674
E09000010,"(25, 35]",610,30,51446,52070,51694,51098
E09000010,"(35, 45]",810,30,46602,46709,46911,47381
E09000010,"(45, 55]",1010,30,45038,45565,45777,45936
E09000010,"(55, 65]",1210,30,29885,30849,32051,32851
E09000010,"(65, 90]",3900,75,39584,40111,40641,41330
E09000011,"(15, 18]",102,9,9155,9108,9130,8947
E09000011,"(18, 25]",308,21,26897,26426,25861,25622
E09000011,"(25, 35]",610,30,51371,51643,51966,52325
E09000011,"(35, 45]",810,30,43732,45353,46540,47226
E09000011,"(45, 55]",1010,30,34378,35164,35683,36316
E09000011,"(55, 65]",1210,30,22140,23021,23928,24845
E09000011,"(65, 90]",3900,75,26846,27191,27514,27909
E09000012,"(15, 18]",102,9,8184,8262,8307,8439
E09000012,"(18, 25]",308,21,24935,24130,23691,23743
E09000012,"(25, 35]",610,30,73325,73410,72275,71513
E09000012,"(35, 45]",810,30,42068,44227,46131,47738
E09000012,"(45, 55]",1010,30,28949,29620,30076,30662
E09000012,"(55, 65]",1210,30,17563,18312,19104,20004
E09000012,"(65, 90]",3900,75,17982,18478,18959,19546
E09000013,"(15, 18]",102,9,4533,4575,4725,4731
E09000013,"(18, 25]",308,21,19511,18929,18915,19728
E09000013,"(25, 35]",610,30,43563,41435,40020,38671
E09000013,"(35, 45]",810,30,29674,30039,29923,30034
E09000013,"(45, 55]",1010,30,22262,22695,23383,24255
E09000013,"(55, 65]",1210,30,13982,14544,15092,15673
E09000013,"(65, 90]",3900,75,17256,17620,18117,18623
E09000014,"(15, 18]",102,9,9224,9233,9124,8998
E09000014,"(18, 25]",308,21,24416,24981,23987,23832
E09000014,"(25, 35]",610,30,56430,55985,53481,51226
E09000014,"(35, 45]",810,30,44918,46009,46486,46633
E09000014,"(45, 55]",1010,30,34506,35078,36046,36442
E09000014,"(55, 65]",1210,30,21245,22077,22815,23629
E09000014,"(65, 90]",3900,75,23373,24086,24758,25457
E09000015,"(15, 18]",102,9,9226,9234,8852,8678
E09000015,"(18, 25]",308,21,19141,19202,18831,18881
E09000015,"(25, 35]",610,30,39539,39014,38032,37085
E09000015,"(35, 45]",810,30,35130,35619,35828,36402
E09000015,"(45, 55]",1010,30,32165,32141,32182,32077
E09000015,"(55, 65]",1210,30,26052,26628,27104,27662
E09000015,"(65, 90]",3900,75,34622,35394,36130,36786
E09000016,"(15, 18]",102,9,9142,9008,8820,8631
E09000016,"(18, 25]",308,21,21198,20976,20571,20364
E09000016,"(25, 35]",610,30,33761,35001,35907,36281
E09000016,"(35, 45]",810,30,31232,31875,32606,33107
E09000016,"(45, 55]",1010,30,34941,34947,34690,34596
E09000016,"(55, 65]",1210,30,27544,27948,28628,29010
E09000016,"(65, 90]",3900,75,43372,43875,43989,44043
E09000017,"(15, 18]",102,9,10788,10855,10636,10574
E09000017,"(18, 25]",308,21,30470,29821,29056,28443
E09000017,"(25, 35]",610,30,47168,47194,47188,47260
E09000017,"(35, 45]",810,30,42312,43396,44290,44972
E09000017,"(45, 55]",1010,30,38140,38606,38934,38975
E09000017,"(55, 65]",1210,30,27127,27888,28762,29849
E09000017,"(65, 90]",3900,75,36596,37319,37833,38197
E09000018,"(15, 18]",102,9,8854,8658,8592,8399
E09000018,"(18, 25]",308,21,23041,22570,21856,21665
E09000018,"(25, 35]",610,30,50417,49129,47354,45752
E09000018,"(35, 45]",810,30,42327,43024,43805,44608
E09000018,"(45, 55]",1010,30,32889,33592,34182,34656
E09000018,"(55, 65]",1210,30,24158,24710,25394,25978
E09000018,"(65, 90]",3900,75,28214,29049,29617,30395
E09000019,"(15, 18]",102,9,6219,6179,6087,6152
E09000019,"(18, 25]",308,21,32896,34620,34894,36012
E09000019,"(25, 35]",610,30,59260,59345,59642,60701
E09000019,"(35, 45]",810,30,32514,33262,33788,33935
E09000019,"(45, 55]",1010,30,25802,26096,26463,26551
E09000019,"(55, 65]",1210,30,15965,16503,17188,17994
E09000019,"(65, 90]",3900,75,18649,19166,19353,19641
E09000020,"(15, 18]",102,9,3843,3852,3986,4037
E09000020,"(18, 25]",308,21,13821,12949,12500,13000
E09000020,"(25, 35]",610,30,30343,28411,26553,25332
E09000020,"(35, 45]",810,30,26121,26171,26248,25924
E09000020,"(45, 55]",1010,30,21709,21790,21819,22012
E09000020,"(55, 65]",1210,30,15915,15997,16379,16735
E09000020,"(65, 90]",3900,75,21023,21834,22441,23102
E09000021,"(15, 18]",102,9,5502,5509,5473,5406
E09000021,"(18, 25]",308,21,17836,17760,17163,16218
E09000021,"(25, 35]",610,30,27907,27861,27345,27203
E09000021,"(35, 45]",810,30,26948,27423,27791,27941
E09000021,"(45, 55]",1010,30,22114,22542,22952,23531
E09000021,"(55, 65]",1210,30,15870,16090,16483,16971
E09000021,"(65, 90]",3900,75,21497,22016,22421,22745
E09000022,"(15, 18]",102,9,8730,8704,8655,8659
E09000022,"(18, 25]",308,21,32727,32350,32506,33170
E09000022,"(25, 35]",610,30,88745,89169,87590,86766
E09000022,"(35, 45]",810,30,49114,49568,50267,50238
E09000022,"(45, 55]",1010,30,38920,39193,39326,39356
E09000022,"(55, 65]",1210,30,22365,23439,24551,25878
E09000022,"(65, 90]",3900,75,23527,23951,24381,24975
E09000023,"(15, 18]",102,9,9343,9225,9093,8977
E09000023,"(18, 25]",308,21,27617,27150,26819,26436
E09000023,"(25, 35]",610,30,59991,60826,60466,59981
E09000023,"(35, 45]",810,30,48917,50210,51247,52028
E09000023,"(45, 55]",1010,30,39002,39534,40104,40502
E09000023,"(55, 65]",1210,30,23108,24099,25044,26437
E09000023,"(65, 90]",3900,75,25827,26064,26341,26636
E09000024,"(15, 18]",102,9,6213,6160,6088,6089
E09000024,"(18, 25]",308,21,15461,15166,14968,14799
E09000024,"(25, 35]",610,30,39672,38316,36319,34761
E09000024,"(35, 45]",810,30,33928,34666,35087,35505
E09000024,"(45, 55]",1010,30,27002,27345,27680,27812
E09000024,"(55, 65]",1210,30,18248,18638,19039,19635
E09000024,"(65, 90]",3900,75,23318,23744,24052,24380
E09000025,"(15, 18]",102,9,12212,12307,12261,11975
E09000025,"(18, 25]",308,21,39741,39303,38161,38069
E09000025,"(25, 35]",610,30,79437,81440,81418,80424
E09000025,"(35, 45]",810,30,48385,50082,51332,53182
E09000025,"(45, 55]",1010,30,36349,37561,38542,39304
E09000025,"(55, 65]",1210,30,22637,23899,25120,26076
E09000025,"(65, 90]",3900,75,21624,22530,23448,24330
E09000026,"(15, 18]",102,9,11520,11444,11373,11410
E09000026,"(18, 25]",308,21,25751,25869,25070,25084
E09000026,"(25, 35]",610,30,51059,51031,50016,49547
E09000026,"(35, 45]",810,30,43895,45125,46107,46579
E09000026,"(45, 55]",1010,30,36830,37177,37501,38045
E09000026,"(55, 65]",1210,30,27205,27865,28353,29071
E09000026,"(65, 90]",3900,75,33906,34486,35102,35644
E09000027,"(15, 18]",102,9,5817,6060,6066,6032
E09000027,"(18, 25]",308,21,11687,11538,11370,11432
E09000027,"(25, 35]",610,30,26934,25788,24661,23727
E09000027,"(35, 45]",810,30,34119,34372,34097,33857
E09000027,"(45, 55]",1010,30,28377,28875,29475,30157
E09000027,"(55, 65]",1210,30,19861,20086,20538,21263
E09000027,"(65, 90]",3900,75,27029,27708,28404,28985
E09000028,"(15, 18]",102,9,8617,8618,8722,8686
E09000028,"(18, 25]",308,21,36916,34944,33616,32678
E09000028,"(25, 35]",610,30,73260,74526,74971,75651
E09000028,"(35, 45]",810,30,47790,48375,49027,49402
E09000028,"(45, 55]",1010,30,38903,39489,39665,39798
E09000028,"(55, 65]",1210,30,22803,24237,25645,27060
E09000028,"(65, 90]",3900,75,22861,23383,23905,24509
E09000029,"(15, 18]",102,9,7228,7100,6932,6772
E09000029,"(18, 25]",308,21,14087,13884,13522,13229
E09000029,"(25, 35]",610,30,28814,28549,28149,27573
E09000029,"(35, 45]",810,30,30947,31587,32147,32755
E09000029,"(45, 55]",1010,30,29178,29476,29728,30050
E09000029,"(55, 65]",1210,30,19917,20421,20805,21347
E09000029,"(65, 90]",3900,75,28401,28826,29183,29389
E09000030,"(15, 18]",102,9,8895,8927,9061,9517
E09000030,"(18, 25]",308,21,38681,38444,37976,38768
E09000030,"(25, 35]",610,30,84034,84418,84757,84854
E09000030,"(35, 45]",810,30,44378,46947,49172,52087
E09000030,"(45, 55]",1010,30,25842,27184,28699,30351
E09000030,"(55, 65]",1210,30,16501,17361,18270,19126
E09000030,"(65, 90]",3900,75,16436,16894,17540,18387
E09000031,"(15, 18]",102,9,8973,8931,8873,8760
E09000031,"(18, 25]",308,21,24619,23722,22816,22228
E09000031,"(25, 35]",610,30,52885,53557,53275,52563
E09000031,"(35, 45]",810,30,42198,43062,43582,44600
E09000031,"(45, 55]",1010,30,34460,35101,35576,35843
E09000031,"(55, 65]",1210,30,22396,23186,23641,24184
E09000031,"(65, 90]",3900,75,26150,26548,26887,27436
E09000032,"(15, 18]",102,9,7316,7323,7499,7380
E09000032,"(18, 25]",308,21,29438,29353,29519,30368
E09000032,"(25, 35]",610,30,89891,88350,85902,84057
E09000032,"(35, 45]",810,30,52529,53281,54309,55522
E09000032,"(45, 55]",1010,30,34552,35409,36066,37161
E09000032,"(55, 65]",1210,30,22082,22595,23234,23978
E09000032,"(65, 90]",3900,75,27478,27979,28633,29084
E09000033,"(15, 18]",102,9,6223,6569,6783,7135
E09000033,"(18, 25]",308,21,23194,23272,23435,25974
E09000033,"(25, 35]",610,30,53997,52867,50613,51085
E09000033,"(35, 45]",810,30,39375,40213,41455,43201
E09000033,"(45, 55]",1010,30,29647,30615,31370,32510
E09000033,"(55, 65]",1210,30,20616,21362,22214,23206
E09000033,"(65, 90]",3900,75,26390,27242,28171,29344
W06000001,"(15, 18]",102,9,2261,2187,2156,2093
W06000001,"(18, 25]",308,21,4942,4699,4545,4444
W06000001,"(25, 35]",610,30,7381,7330,7399,7384
W06000001,"(35, 45]",810,30,7705,7574,7332,7303
W06000001,"(45, 55]",1010,30,9718,9591,9654,9644
W06000001,"(55, 65]",1210,30,9741,9743,9871,9979
W06000001,"(65, 90]",3900,75,16202,16551,16851,17059
W06000002,"(15, 18]",102,9,4188,4148,4005,4013
W06000002,"(18, 25]",308,21,14559,14693,14797,14604
W06000002,"(25, 35]",610,30,12842,13267,13590,14022
W06000002,"(35, 45]",810,30,13046,12783,12487,12313
W06000002,"(45, 55]",1010,30,16111,16170,16166,16048
W06000002,"(55, 65]",1210,30,15013,15108,15389,15663
W06000002,"(65, 90]",3900,75,25971,26229,26488,26664
W06000003,"(15, 18]",102,9,4029,3912,3812,3668
W06000003,"(18, 25]",308,21,7735,7705,7326,7198
W06000003,"(25, 35]",610,30,11537,11556,11579,11650
W06000003,"(35, 45]",810,30,12423,12225,11919,11615
W06000003,"(45, 55]",1010,30,16800,16736,16844,16857
W06000003,"(55, 65]",1210,30,15758,16022,16233,16646
W06000003,"(65, 90]",3900,75,29257,29827,30222,30538
W06000004,"(15, 18]",102,9,3425,3325,3241,3121
W06000004,"(18, 25]",308,21,7176,7023,6801,6553
W06000004,"(25, 35]",610,30,9503,9698,9901,10124
W06000004,"(35, 45]",810,30,10607,10366,10124,9806
W06000004,"(45, 55]",1010,30,13806,13777,13791,13750
W06000004,"(55, 65]",1210,30,12458,12505,12656,12967
W06000004,"(65, 90]",3900,75,20709,21088,21428,21738
W06000005,"(15, 18]",102,9,5493,5357,5308,5134
W06000005,"(18, 25]",308,21,11917,11652,11235,10987
W06000005,"(25, 35]",610,30,18162,18440,18858,19020
W06000005,"(35, 45]",810,30,19284,18916,18404,18027
W06000005,"(45, 55]",1010,30,22760,22997,23222,23298
W06000005,"(55, 65]",1210,30,19094,19076,19185,19573
W06000005,"(65, 90]",3900,75,28990,29704,30388,30809
W06000006,"(15, 18]",102,9,4605,4629,4532,4471
W06000006,"(18, 25]",308,21,10739,10505,10105,9817
W06000006,"(25, 35]",610,30,17301,17254,17166,17279
W06000006,"(35, 45]",810,30,17050,16747,16654,16535
W06000006,"(45, 55]",1010,30,19132,19305,19562,19703
W06000006,"(55, 65]",1210,30,16226,16254,16380,16695
W06000006,"(65, 90]",3900,75,24107,24570,24989,25375
W06000008,"(15, 18]",102,9,2483,2417,2359,2268
W06000008,"(18, 25]",308,21,12369,11732,11000,10398
W06000008,"(25, 35]",610,30,5840,5908,6061,6497
W06000008,"(35, 45]",810,30,6931,6745,6489,6299
W06000008,"(45, 55]",1010,30,9520,9469,9424,9399
W06000008,"(55, 65]",1210,30,9857,9887,9886,9964
W06000008,"(65, 90]",3900,75,16276,16612,16982,17217
W06000009,"(15, 18]",102,9,4544,4364,4301,4016
W06000009,"(18, 25]",308,21,9114,8923,8644,8374
